,recipe_name,cuisine,diet
2128,Aloo Methi Fry,Indian,Vegetarian
2129,Zucchini tomato poduthuval,Indian,Vegetarian
2130,Vegetable Kaara Kozhukattai,Indian,Vegetarian
2131,Almond Chutney,Indian,Vegetarian
2132,Corn Pulao with Apple Raita,Indian,Vegetarian
2133,Aloo Gobi in Curd based Masala,Indian,Vegetarian
2134,Tort-Ds,Continental,Non-Vegetarian
2135,vegetable poha,Indian,Vegetarian
2136,Traditional Ukadiche Modak,Indian,Vegetarian
2137,Aloo Pyaaz Parathas,Indian,Vegetarian
2138,Apple Almond Rabdi,Indian,Vegetarian
2139,Vegetable Sour Pickle,Indian,Vegetarian
2140,Wheat Flour Ladoo,Indian,Festive
2141,Walnut Apple Rice,Continental,Vegetarian
2142,Quick Mixed vegetable sambar,Indian,Vegetarian
2143,Onion Adai,Indian,Vegetarian
2144,Tuna Burgers,American,Kid-Friendly
2145,Plain Aloo Palak,Indian,Vegetarian
2146,Cheesy Bake Cauliflower,Anglo-Indian,Non-Vegetarian
2147,Vegetable Tofu Pancakes,Asian,Vegetarian
2148,Deep fried Chicken Pakoras,Indian,Non-Vegetarian
2149,Palak Makke Capsicum Wali,Indian,Vegetarian
2150,Simple Broccoli Pakoda,Indian,Vegetarian
2151,Tri-Colour Marble Cake,Anglo-Indian,Kid-Friendly
2152,Veg Mexican Crunchy Wraps,Continental,Vegetarian
2153,Vegetable Masala Curry,Indian,Vegetarian
2154,Traditional Kanchipuram Idli,Indian,Kid-Friendly
2155,Zesty Tomato soup,Indian,Vegetarian
2156,Traditional Paneer Kofta,Indian,Vegetarian
2157,Traditional Naan,Indian,Festive
2158,Hot Caramel Choco Tarts,Continental,Kid-Friendly
2159,Methi Sambhar,Indian,Vegetarian
2160,Tuna and cucumber buns,American,Non-Vegetarian
2161,Chocolate Fudge Pudding,American,Kid-Friendly
2162,Plain Almond Burfi,Indian,Kid-Friendly
2163,Vanilla Ice Cream,Indian,Kid-Friendly
2164,Zucchini Tomato Topping,Indian,Vegetarian
2165,Yellow Shrimp Curry,Thai,Non-Vegetarian
2166,Zuchini Rotis,Indian,Vegetarian
2167,Simple Guttivankaya Curry,Indian,Vegetarian
2168,Saffron Flavored Almond Milkshake,Indian,Vegetarian
2169,Vegetable Salad,Chinese,Vegetarian
2170,Upperi,Indian,Festive
2171,Aloo Ghosht,Indian,Non-Vegetarian
2172,Traditional Goan Christmas Cake,Indian,Festive
2173,Microwave Almond Brownies,American,Kid-Friendly
2174,Special Palak Corn Brown Rice,Indian,Vegetarian
2175,Valhi Chicken Kebabs,Anglo-Indian,Non-Vegetarian
2176,Savoury Doughnuts,Anglo-Indian,Kid-Friendly
2177,White Chocolate Raspberry Cheesecake,American,Kid-Friendly
2178,Vegetable Cheese Toast,Indian,Vegetarian
2179,Vegetable Shrimp,Indian,Festive
2180,Udin Vada,Indian,Vegetarian
2181,Vegetable Sizzler,Indian,Vegetarian
2182,Sassy Vegetable Fried Rice,Indian,Vegetarian
2183,Veggie Sub,Indian,Vegetarian
2184,Fish Ambotik,Indian,Festive
2185,Whole Wheat and Nut Muffins,American,Kid-Friendly
2186,White Coconut Milk Rice,Indian,Vegetarian
2187,Semolina Pancakes,Indian,Kid-Friendly
2188,"Rich, spicy ponganalu",Indian,Vegetarian
2189,Soya Yummy Patties,Indian,Festive
2190,Mixed Bhaji,Indian,Vegetarian
2191,Traditional Onion Rice,Indian,Vegetarian
2192,Whole Eggplant Fry,Indian,Kid-Friendly
2193,Rustic dal,Indian,Vegetarian
2194,Simple Masala Paneer,Indian,Vegetarian
2195,Simple Instant Dosa,Indian,Vegetarian
2196,Date-Nut Slices,Continental,Kid-Friendly
2197,Special Onion Masala Vada,Indian,Vegetarian
2198,Vegetable Lasagne,Indian,Festive
2199,7 Cups Besan Sweet,Indian,Festive
2200,Roomali Roti,Continental,Kid-Friendly
2201,Tripe - Hot and Spicy,Anglo-Indian,Non-Vegetarian
2202,Roasted Duck,Indian,Diet
2203,Savoury Baby Potatoes,Anglo-Indian,Vegetarian
2204,Pasta and Potato Roast,Indian,Festive
2205,Special Tomato Pickle,Indian,Vegetarian
2206,Coconut Fudge,Anglo-Indian,Festive
2207,Raisin Chutney,Indian,Festive
2208,Simple garlicky tamarind dal,Indian,Vegetarian
2209,Traditional Vegetable Pakoras,Indian,Vegetarian
2210,Dhungar Paneer Tikka,Indian,Vegetarian
2211,Saboodana Vada,Indian,Vegetarian
2212,Satay Sauce,Thai,Vegetarian
2213,Rice Flakes Kheer,Indian,Vegetarian
2214,Red Chilli Fish Curry,Indian,Non-Vegetarian
2215,Rice Flakes Upma,Indian,Vegetarian
2216,South Indian Goda masala,Indian,Vegetarian
2217,South Indian kadi (majjiga pulusu),Indian,Vegetarian
2218,Shrimp Stir Fry,Chinese,Non-Vegetarian
2219,Shavge Payasam,Indian,Festive
2220,Soothing khichdi,Indian,Festive
2221,Soft Gulab Jamuns,Indian,Kid-Friendly
2222,Simple Instant Mango Pickle,Indian,Vegetarian
2223,Simple Mango Lassi,Indian,Vegetarian
2224,Red Wine,Indian,Festive
2225,Salted Microwaved Cashews,Indian,Vegetarian
2226,Simple Chicken,Indian,Non-Vegetarian
2227,Simple Pati Sapta,Indian,Festive
2228,Sanna Khotto,Indian,Vegetarian
2229,Sizzling Tandoori Aloo,Indian,Vegetarian
2230,Solkadi,Indian,Festive
2231,Special Kadgi Chakko,Indian,Vegetarian
2232,Simple Peanut chutney,Indian,Kid-Friendly
2233,Sizzling Therati Paal,Indian,Kid-Friendly
2234,Rawa and Mawa Laddoos,Indian,Vegetarian
2235,Sambar,Indian,Vegetarian
2236,Simple Iced Tea,Indian,Vegetarian
2237,Simple Mathri,Indian,Kid-Friendly
2238,Simple Mushroom Biryani,Indian,Non-Vegetarian
2239,Simple stuffed capsicum,Indian,Vegetarian
2240,Rich Chocolate Smoothies,Indian,Vegetarian
2241,Soda Pops,Indian,Kid-Friendly
2242,Simple Methi Chicken,Indian,Non-Vegetarian
2243,Special Masala Baingan,Indian,Kid-Friendly
2244,Salted gooseberry pickle,Indian,Kid-Friendly
2245,Shunti (Ginger tambuli),Indian,Vegetarian
2246,Simple Mor Kuzhambu,Indian,Vegetarian
2247,South Indian Peas Mushroom Chilli Fry,Indian,Vegetarian
2248,Raw Tomato Kootu,Indian,Vegetarian
2249,Special Orange Floats,Continental,Festive
2250,Smoothie,Indian,Vegetarian
2251,Raw rice Dosas,Indian,Vegetarian
2252,Soya Seekh Kebab,Indian,Vegetarian
2253,Special Masala Puri,Indian,Kid-Friendly
2254,Spaghetti with meat balls,Italian,Non-Vegetarian
2255,Simple Plum Cake,Anglo-Indian,Festive
2256,Special Pancakes,Continental,Kid-Friendly
2257,Sizzling Sweet corn vegetable soup,Chinese,Vegetarian
2258,Special Kheer,Indian,Vegetarian
2259,Soya Sour and pepper Soup,Indian,Vegetarian
2260,Shabnam Curry,Indian,Festive
2261,Sizzling Sweet Potato Chips,Indian,Kid-Friendly
2262,Shaahi Jhinga Masaledaar,Indian,Non-Vegetarian
2263,Sevai Fruit Surprise,Indian,Festive
2264,Red Chilly Paste - Chinese Recipe,Russian,Non-Vegetarian
2265,Semolina Kakara,Indian,Festive
2266,Simple Paruppu Usili,Indian,Vegetarian
2267,Sesame Diyas,Indian,Kid-Friendly
2268,Savoury Bread (Bread Upma),Indian,Vegetarian
2269,Soft n Easy Dosa,Indian,Vegetarian
2270,Simple Cucumber Kootu,Indian,Vegetarian
2271,Soy Chicken Kebabs,Indian,Festive
2272,Sizzling Tandoori Chicken Masala,Indian,Festive
2273,Shrimp Masala (Kolambiche Suke),Indian,Non-Vegetarian
2274,Spaghetti with Smoked Tomato Sauce and Basil,Italian,Kid-Friendly
2275,Soft Potato Kachoris,Indian,Kid-Friendly
2276,Simple Lentil Soup,Continental,Non-Vegetarian
2277,Sizzling Tender Coconut Pudding,Continental,Vegetarian
2278,Seyal Kadai Gosht,Indian,Non-Vegetarian
2279,Simple Homemade Avial,Indian,Vegetarian
2280,Singhare Ke Parathe,Indian,Vegetarian
2281,Sabudana khichdi,Indian,Kid-Friendly
2282,Special Green Chilli Pickle,Indian,Vegetarian
2283,Simple Potato and Cucumber Kootu,Indian,Vegetarian
2284,Simple Fruit Cake,Indian,Festive
2285,Roasted Wheat Purwalankai,Indian,Vegetarian
2286,Raw Banana Plantain Podimas,Indian,Vegetarian
2287,Raw tomato chutney,Indian,Vegetarian
2288,Sathyanarayana Prasad (Seera),Indian,Vegetarian
2289,Raw banana curry with methi leaves,Indian,Vegetarian
2290,Shrimp Potato Fingers,Indian,Non-Vegetarian
2291,Simple Kofta Curry,Indian,Non-Vegetarian
2292,Snow Balls Kheer,Indian,Festive
2293,Special Mutton Stew,Indian,Non-Vegetarian
2294,Special Mango Smoothie,Indian,Kid-Friendly
2295,Sojjiappalu,Indian,Festive
2296,Sora Puttu,Indian,Non-Vegetarian
2297,Rava Idli with Sagoo,Indian,Low-Calorie
2298,Special Rava Idli,Indian,Vegetarian
2299,Rice Pakoda,Indian,Vegetarian
2300,Sassy Tomato Chutney,Indian,Vegetarian
2301,Soyawadi stuffed parathas,Indian,Vegetarian
2302,Simple n Easy Shahi paneer,Indian,Vegetarian
2303,Raw banana curry,Indian,Non-Vegetarian
2304,Shahi Kheema Paratha,Indian,Non-Vegetarian
2305,Special Spicy Chicken,Indian,Non-Vegetarian
2306,Special Tomato Curry,Indian,Vegetarian
2307,Salted potato wafer chaat,Indian,Kid-Friendly
2308,Special Hyderabadi dal gosht,Indian,Non-Vegetarian
2309,Sausage Sandwiches,Anglo-Indian,Kid-Friendly
2310,Special Palak Dal,Indian,Vegetarian
2311,Sitaphal Ice-cream,Indian,Kid-Friendly
2312,Salsa with nachos,Indian,Vegetarian
2313,Shahi tikki,Indian,Kid-Friendly
2314,Ragi Manni,Indian,Festive
2315,Singal,Indian,Vegetarian
2316,Simple Paruppu Kadaiyal,Indian,Vegetarian
2317,Shrimp Fry,Indian,Non-Vegetarian
2318,Rice Flour Roti,Indian,Vegetarian
2319,Special Gulab Jamun,Indian,Kid-Friendly
2320,Simple Kothimbir Vadi,Indian,Vegetarian
2321,Scrumptious Chocolate Cake,Continental,Kid-Friendly
2322,Sambar with Pumpkin,Indian,Vegetarian
2323,Rava Pancake,Indian,Kid-Friendly
2324,Simple Cocoa Muffins,Continental,Kid-Friendly
2325,Shahi Chicken Biryani,Indian,Non-Vegetarian
2326,Simple Quick Batata Vada,Indian,Kid-Friendly
2327,Special Mutton Palak,Indian,Non-Vegetarian
2328,Special Matar Paneer,Indian,Vegetarian
2329,Snake Gourd Cutlets,Indian,Vegetarian
2330,Simple dal Curry,Indian,Vegetarian
2331,Roasted bell pepper Soup,Indian,Vegetarian
2332,Special Tomato Onion Raita,Indian,Vegetarian
2333,Ragi Idiyappam with Coconut milk - Veg Kurma,Indian,Kid-Friendly
2334,Shrimp Salad,Continental,Non-Vegetarian
2335,Simple Kosambari,Indian,Vegetarian
2336,Simple Mango Pie,Indian,Kid-Friendly
2337,Snake Gourd Kootu,Indian,Vegetarian
2338,Simple Pomfret Curry,Anglo-Indian,Non-Vegetarian
2339,Soya Thandai,Indian,Vegetarian
2340,Radish Foogath,Indian,Festive
2341,Simple Goan Prawn Curry,Indian,Non-Vegetarian
2342,Rava Pongal,Indian,Kid-Friendly
2343,Smelt - Fish pickle,Indian,Non-Vegetarian
2344,Raita with an Attitude,Indian,Kid-Friendly
2345,Simple Rice kali,Indian,Vegetarian
2346,Ripe Mango Kadi (Pulichery),Indian,Vegetarian
2347,Red Bell Pepper and Sun-dried Tomato Dip,Indian,Vegetarian
2348,Savoury Roast Duck,Anglo-Indian,Non-Vegetarian
2349,Special Rava Dosa,Indian,Vegetarian
2350,Shankarpala,Indian,Festive
2351,Roast Beef,Indian,Non-Vegetarian
2352,Sizzling Sweet Mango Chutney,Indian,Vegetarian
2353,Soya bean Nuggets Curry,Indian,Kid-Friendly
2354,Simple Rabdi,Indian,Kid-Friendly
2355,Rice Idli Batter,Indian,Vegetarian
2356,Special Paanagam,Indian,Kid-Friendly
2357,Rose Milk Pudding,Indian,Kid-Friendly
2358,Special Paneer Burji,Indian,Vegetarian
2359,Mast Palak Paneer,Indian,Vegetarian
2360,Special Palak Kofta,Indian,Festive
2361,Simple Ginger Rasam,Indian,Vegetarian
2362,Salmon Masala,Indian,Non-Vegetarian
2363,Sago Vada with Peanuts,Indian,Kid-Friendly
2364,Savoury Chilli Mutton,Indian,Festive
2365,Sizzling Spinach Kurma,Indian,Vegetarian
2366,Simple Sago Murukku,Indian,Vegetarian
2367,Raw Banana Malai Fry,Indian,Vegetarian
2368,How to make soft rotis,Indian,Vegetarian
2369,Sev Shak,Indian,Vegetarian
2370,Rice And Vegetable Paratha,Indian,Vegetarian
2371,Sooji cupcake ( Microwave ),American,Vegetarian
2372,Simple Scones,Continental,Kid-Friendly
2373,Special Hot and Sour Soup,Indian,Vegetarian
2374,Special Masala Akki Rotti,Indian,Vegetarian
2375,Simple Puri,Indian,Vegetarian
2376,Soya Gujia (Sweet),Indian,Kid-Friendly
2377,Special Paneer Butter Masala,Indian,Vegetarian
2378,Sizzling Spinach Dal,Indian,Vegetarian
2379,Soft Mysore Paak,Indian,Festive
2380,Special kheer with rice,Indian,Vegetarian
2381,Rava Fish Fry,Indian,Festive
2382,Shahi Gobi,Indian,Vegetarian
2383,Roasted Tomato Salsa,Indian,Vegetarian
2384,Snowy Orange Lilies,Indian,Vegetarian
2385,Rava Onion Vada,Indian,Non-Vegetarian
2386,Simple Bread Pizza,Continental,Kid-Friendly
2387,Shrimp and Onions,Indian,Non-Vegetarian
2388,Raita,Indian,Vegetarian
2389,Simple Fried Fish,Anglo-Indian,Non-Vegetarian
2390,Sassy Vegetable Biryani,Indian,Vegetarian
2391,Soya Curry,Indian,Vegetarian
2392,Sauteed Carrot Palya,Indian,Vegetarian
2393,Raw Rice Kheer,Indian,Vegetarian
2394,Special Ragi Roti,Indian,Festive
2395,Soya Chutney,Indian,Vegetarian
2396,Sajjappalu,Indian,Vegetarian
2397,Simple Garlic Rice,Indian,Vegetarian
2398,Shrimp Soup,Indian,Non-Vegetarian
2399,Sizzling Tempura,Japanese,Non-Vegetarian
2400,Seveiyan Lajawab,Indian,Kid-Friendly
2401,Rajma Curry,Indian,Kid-Friendly
2402,Rawalpindi Chole,Indian,Vegetarian
2403,South Sea Noodles,Indian,Vegetarian
2404,Sizzling Stuffed Tomatoes,Mexican,Vegetarian
2405,Simple Fried Rice with Cashewnuts,Indian,Vegetarian
2406,Rolled Pancakes,Continental,Festive
2407,Soupy Dumplings,Indian,Vegetarian
2408,Special Palak Kebab,Indian,Vegetarian
2409,Rogan Josh,American,Non-Vegetarian
2410,Rava Aloo Vada,Indian,Vegetarian
2411,Sheer Kurma,Indian,Kid-Friendly
2412,Scrambled Eggs on Toast,Indian,Non-Vegetarian
2413,Simple Potato pepper fry,Indian,Kid-Friendly
2414,Shahi Chicken,Indian,Non-Vegetarian
2415,Simple Turai Dal,Indian,Vegetarian
2416,Raw Banana Podimas,Indian,Vegetarian
2417,Simple Rice Rotis,Indian,Vegetarian
2418,Simple Mixed Vegetable Sambar,Indian,Vegetarian
2419,Simple Apple chutney,Indian,Vegetarian
2420,Shrimp with vegetables,Indian,Non-Vegetarian
2421,Special Kerala Fish Curry,Indian,Non-Vegetarian
2422,Special Mysore Rasam,Indian,Vegetarian
2423,Sabzi Handi,Indian,Vegetarian
2424,Simple Pineapple Souffle,French,Kid-Friendly
2425,Rawa Kesari (Microwave),Indian,Vegetarian
2426,Shikari-Murgi,Indian,Non-Vegetarian
2427,Raw Tomato Curry,Indian,Vegetarian
2428,Simple Khandvi,Indian,Vegetarian
2429,Red Pumpkin Race,Continental,Non-Vegetarian
2430,Ruhi Macher Kalia,Indian,Non-Vegetarian
2431,Radish Sabzi,Indian,Festive
2432,Snake Gourd Puttu,Indian,Vegetarian
2433,Sooji ka cheela,Indian,Vegetarian
2434,Rajma Korma,Indian,Kid-Friendly
2435,Simple Meat Fry,Anglo-Indian,Non-Vegetarian
2436,Rava Uttapam,Indian,Vegetarian
2437,Festive Special Mysore Pak,Indian,Festive
2438,Simple n Easy Fried Fish,Indian,Non-Vegetarian
2439,Spanish Bake,Spanish,Kid-Friendly
2440,Soft puffed rice dosa,Indian,Vegetarian
2441,Sausage Sandwich,Continental,Non-Vegetarian
2442,Savoury egg toast,American,Non-Vegetarian
2443,Restaurant style Paneer Jalfrazie,Indian,Vegetarian
2444,Sabzi kachodi,Indian,Vegetarian
2445,Rajasthani Sattu,Indian,Festive
2446,Sambhar recipe,Indian,Vegetarian
2447,Simple Potato Bonda,Indian,Kid-Friendly
2448,Sheera (Kesari Bath),Indian,Kid-Friendly
2449,Sabj Murg,Indian,Festive
2450,Saffron Cracked Wheat Pudding,Indian,Vegetarian
2451,Rava Crispies,Indian,Vegetarian
2452,Special Tomato Omelette,Indian,Vegetarian
2453,Semiya Pakodi,Indian,Vegetarian
2454,Shrimp Spread,Continental,Festive
2455,Simple Pork Bafad,Indian,Non-Vegetarian
2456,Sorakaya Masala,Indian,Vegetarian
2457,Restaurant style Red Onion Pickle,Indian,Vegetarian
2458,Rose Coconut Balls,Indian,Kid-Friendly
2459,Simple Potato Spinach,Indian,Vegetarian
2460,Simple Rawa Dosa,Indian,Vegetarian
2461,South Indian Mor Kuzhambu,Indian,Vegetarian
2462,Simple Cocoa Cake,Continental,Kid-Friendly
2463,Special Sambar Masala,Indian,Vegetarian
2464,Simple Salad With Sesame Dressing,Indian,Vegetarian
2465,Simple Green Tomato chutney,Indian,Vegetarian
2466,Special Panna,Indian,Vegetarian
2467,Rasam,Indian,Festive
2468,Solachi (Kokam) Kadhi,Indian,Vegetarian
2469,Special Paratha,Indian,Vegetarian
2470,Roasted Almond With Honey,Indian,Non-Vegetarian
2471,Rice Flour Parathas,Indian,Vegetarian
2472,Simple Prawn Fritters,Anglo-Indian,Non-Vegetarian
2473,Sanoor,Indian,Non-Vegetarian
2474,Rava-Ricotta Ladoo,Indian,Vegetarian
2475,Rajma Ki Sabzi,Indian,Festive
2476,Sabudana Kheer,Indian,Kid-Friendly
2477,Santula (Mixed Vegetable Curry),Indian,Vegetarian
2478,Sarson-ka-Saag,Asian,Vegetarian
2479,Sizzling Spinach Rice,Indian,Vegetarian
2480,Roasted peanut ladoo,Indian,Non-Vegetarian
2481,Simple Spinach Rice,Indian,Vegetarian
2482,Simple Pulla Kura,Indian,Kid-Friendly
2483,Roasted Lamb,Indian,Non-Vegetarian
2484,Onion Parathas for breakfast,Indian,Vegetarian
2485,Sooji Kheer,Indian,Festive
2486,South Indian style Navratan Korma,Indian,Vegetarian
2487,Special Ram Khichidi,Indian,Kid-Friendly
2488,Simple Mishti Doi,Indian,Kid-Friendly
2489,Ridgegourd Theeyal,Indian,Vegetarian
2490,Simple n Easy Cookies,American,Kid-Friendly
2491,Saffron Srikhand,Indian,Vegetarian
2492,Rosgulla,Indian,Vegetarian
2493,Sizzling Spinach Pakoda,Indian,Kid-Friendly
2494,Rice Royal,Indian,Vegetarian
2495,Roast Whole Leg Of Lamb With A Hint Of Spice,Indian,Non-Vegetarian
2496,Radish Sabji With Green Gram,Indian,Festive
2497,Savoury Oat with rice Flakes,Indian,Diet
2498,Special Sambar,Anglo-Indian,Vegetarian
2499,Simple Garlic Chutney,Indian,Vegetarian
2500,Simple Rasam,Asian,Vegetarian
2501,Special Palak Kofta Curry,Indian,Vegetarian
2502,Rogan Gosht,American,Non-Vegetarian
2503,Special Pakku (Mutton Curry),Indian,Non-Vegetarian
2504,Salmon Spread with Cream Cheese,Indian,Vegetarian
2505,Sookha Jhinga,Indian,Non-Vegetarian
2506,Rock toast and quick dosa,Mexican,Kid-Friendly
2507,Rajasthani Kadhi,Indian,Vegetarian
2508,Special Palak Dosa,Indian,Kid-Friendly
2509,Soonth Ladoos,Indian,Kid-Friendly
2510,Sambharwadi,Chinese,Non-Vegetarian
2511,Sausage and Pasta Salami,Italian,Non-Vegetarian
2512,Simple prawn sambal,Malaysian,Non-Vegetarian
2513,Simple Moong dal halwa,Indian,Festive
2514,Roasted Pear Salad,Indian,Vegetarian
2515,Special Palak Paratha,Indian,Festive
2516,Rice with sprouted gram,Indian,Vegetarian
2517,Rava Ladoo Recipe,Indian,Kid-Friendly
2518,Smooth Mango Pulp,Indian,Vegetarian
2519,Rich Peanut Butter Cookies,Indian,Non-Vegetarian
2520,Simple Mushroom Curry,Indian,Vegetarian
2521,Savoury Sesame rice,Indian,Vegetarian
2522,Rontas- Dhal,Continental,Non-Vegetarian
2523,Ragada Puri,Indian,Festive
2524,Roasted King Crab,Indian,Non-Vegetarian
2525,Ram Tori,Indian,Kid-Friendly
2526,Soya Sukha Curry,Indian,Vegetarian
2527,Sambar with Fresh Grated Coconut,Indian,Kid-Friendly
2528,Special Palak Raita,Indian,Vegetarian
2529,Special Mangalore Bonda,Indian,Vegetarian
2530,Simple Potato Bell pepper Sabzi,Indian,Vegetarian
2531,Sardines-Greens Stew,African,Non-Vegetarian
2532,Soya Nugget Cutlet,Indian,Kid-Friendly
2533,Solachi Kadi,Indian,Vegetarian
2534,Raita and Tomato Rice,Indian,Festive
2535,Savona Scramble,Continental,Non-Vegetarian
2536,Roasted Potatoes,Indian,Vegetarian
2537,Simple Rogan Josh,Indian,Non-Vegetarian
2538,Special Prawn Balchao,Indian,Non-Vegetarian
2539,Mutton Chops with Potatoes,Anglo-Indian,Non-Vegetarian
2540,Special Palak Roti,Indian,Vegetarian
2541,Sol Kadhi,Indian,Festive
2542,Soya Gram Flour Burfi,Indian,Festive
2543,Sesame Green Chutney,Indian,Vegetarian
2544,Salted Almonds,Indian,Kid-Friendly
2545,Special Hyderabadi Biryani,Indian,Non-Vegetarian
2546,Roasted Vegetables,Continental,Vegan
2547,Roast Chicken,Indian,Non-Vegetarian
2548,Simple Bread Cutlet,Indian,Vegetarian
2549,South Indian lime pickle,Indian,Vegetarian
2550,Special Cookies,American,Festive
2551,Scrambled Egg Puffs,Anglo-Indian,Non-Vegetarian
2552,Soaked-Dal Roti,Indian,Kid-Friendly
2553,Shahi Fish,Indian,Festive
2554,Special Banana Loaf,Indian,Kid-Friendly
2555,Special Paneer Kofta,Indian,Vegetarian
2556,Rasgulla from Milk,Continental,Vegetarian
2557,Simple Groundnut Chutney,Indian,Vegetarian
2558,Rosogolla Payesh,Indian,Vegetarian
2559,Rajma Masala,Indian,Festive
2560,Sooji Paniyaram,Indian,Vegetarian
2561,Special Mysore Bonda,Indian,Vegetarian
2562,Sankethi Style Raita,Indian,Vegetarian
2563,Sorrel Pickle,Indian,Vegetarian
2564,Simple Mushroom Sandwich,Indian,Vegetarian
2565,Radish Majjige Huli,Indian,Vegetarian
2566,Sizzling Veggie Casserole,Indian,Vegetarian
2567,Red Gram - Green Gram Cachori,Anglo-Indian,Non-Vegetarian
2568,Simple Scrambled Eggs,Indian,Non-Vegetarian
2569,Simple dry egg curry,Indian,Non-Vegetarian
2570,Sev Curry,Indian,Vegetarian
2571,Special Masala Bhindi,Indian,Vegetarian
2572,Sichuan style baby corn,Indian,Vegetarian
2573,Special Moong Dal Dosa,Indian,Vegetarian
2574,Simple pepper Mushroom,Indian,Festive
2575,Rava Pakodas,Indian,Vegetarian
2576,Sambhar for Idlis,Indian,Vegetarian
2577,Raw Mango Coconut Chutney,Mexican,Vegetarian
2578,Rajma Joghi,Indian,Festive
2579,Special Palak Parathas,Indian,Vegetarian
2580,Special Pal Payasam,Indian,Vegetarian
2581,Simple Raw Mango Rice,Indian,Vegetarian
2582,Sindhi Mutton,Indian,Non-Vegetarian
2583,Rich Nutty Muffins,Indian,Non-Vegetarian
2584,Simple French Toast,French,Non-Vegetarian
2585,Rice Thenkuzhal,Indian,Vegetarian
2586,Simple Carrot Halwa,Indian,Kid-Friendly
2587,Southern Sorakkai (Bottle gourd),Indian,Vegetarian
2588,Simple Chicken Curry,Anglo-Indian,Non-Vegetarian
2589,Sauteed Noodles,Indian,Vegetarian
2590,Salsa Dip,Indian,Vegetarian
2591,Rava Mango Sheera,Indian,Vegetarian
2592,Simple n Plain Gobi Manchurian,Indian,Vegetarian
2593,Saga,Indian,Vegetarian
2594,Special Onion Pakoras,Indian,Vegetarian
2595,Sizzling Spinach Koftas,Indian,Vegetarian
2596,Soup from Sprouts,Indian,Vegetarian
2597,Red Chilli Lamb Fry,Russian,Festive
2598,Sizzling Sweet and Sour Chicken,Chinese,Non-Vegetarian
2599,Roasted Stuffed Turkey From Colonial Times,Indian,Non-Vegetarian
2600,Red Masala Fried Fish,Anglo-Indian,Non-Vegetarian
2601,Shahi Baingan Kabab,Indian,Vegetarian
2602,Raw Banana Bhaji,Indian,Festive
2603,Restaurant Style Chicken Curry,Indian,Kid-Friendly
2604,Simple Jeera Rice,Indian,Vegetarian
2605,Sooji Ladoo,Indian,Festive
2606,Simple Gobi Paratha,Indian,Vegetarian
2607,Sizzling Tandoori Style Chicken,Indian,Non-Vegetarian
2608,Special Bread Pudding,Indian,Kid-Friendly
2609,Special Onion Bhajji,Indian,Kid-Friendly
2610,Snack from Ghaat,Indian,Vegetarian
2611,Rasila Karela,Indian,Vegetarian
2612,Scrumptious Bread Pudding,Continental,Festive
2613,Special Shikanji,Indian,Vegetarian
2614,Simple milk khoa,Indian,Kid-Friendly
2615,Simple Rajma,Indian,Vegetarian
2616,Special Paneer Fry,Indian,Vegetarian
2617,Sizzling Prawns,Indian,Non-Vegetarian
2618,Simple Pasta And Garlic,Italian,Kid-Friendly
2619,Simple Radish Curry,Indian,Kid-Friendly
2620,Savoury Sausages,Continental,Non-Vegetarian
2621,Special Paneer Capsicum,Indian,Vegetarian
2622,Seafood fried rice,Malaysian,Non-Vegetarian
2623,Special Palak Rice,Indian,Vegetarian
2624,Simple Pork Spare Ribs,Anglo-Indian,Non-Vegetarian
2625,Rasam Masala,Indian,Vegetarian
2626,Simple Ras Malai,Indian,Kid-Friendly
2627,Rice Pongal,Indian,Vegetarian
2628,Sago mung dal payasam,Indian,Vegetarian
2629,Sliced Bhindi with Onions-Zucchini,Indian,Vegetarian
2630,Special Prawn Vindaloo,Indian,Non-Vegetarian
2631,Recycled Kalakand,Indian,Vegetarian
2632,Special Kerala Adai,Indian,Festive
2633,Simple Garlic Prawns,Indian,Non-Vegetarian
2634,Rajma Biryani,Indian,Festive
2635,Special Palak pakoda,Indian,Vegetarian
2636,Sizzling Stuffed Eggs,Continental,Kid-Friendly
2637,Sago vadam,Indian,Vegetarian
2638,Special Ginger Cake,Continental,Kid-Friendly
2639,red bell pepper Usili,Continental,Vegetarian
2640,Simple Pineapple Rasam,Indian,Vegetarian
2641,Sausage Roll Ups,Continental,Non-Vegetarian
2642,Reinforced Tomato Soup,Indian,Vegetarian
2643,Sindhi Kadhi,Indian,Vegetarian
2644,Ragi Banana Cake,Indian,Kid-Friendly
2645,Rice Korma,Indian,Vegetarian
2646,Scotch Eggs,Continental,Kid-Friendly
2647,Simple Motichoor Kheer,Indian,Kid-Friendly
2648,Soy Greens,Indian,Vegetarian
2649,Soya Palak,Indian,Vegetarian
2650,Sizzling Sweet Bread Balls,Indian,Festive
2651,Simple omelette,Anglo-Indian,Kid-Friendly
2652,Refrigerated Mangoes,Indian,Vegetarian
2653,Shrimp Potato Curry,Indian,Non-Vegetarian
2654,Rajmah Biryani,Indian,Vegetarian
2655,Sabudana Murukku,Indian,Kid-Friendly
2656,Special Palak Chutney,Indian,Vegetarian
2657,Red Butter Chicken,Indian,Non-Vegetarian
2658,Simple Falooda,Indian,Kid-Friendly
2659,Sherley Temple Mock tail,Continental,Non-Vegetarian
2660,Simple pepper Rasam,Indian,Vegetarian
2661,Rava Delight,Indian,Festive
